k_0,x_0,label
0.9424841245112159,0.07699165757141352,"$\log_{10}(M_h / M_\odot)=13.5, z = 0.2$"
0.9037613820716925,0.07382839142337524,"$\log_{10}(M_h / M_\odot)=13.5, z = 0.8$"
0.9855943131872207,0.08051333480507868,"$\log_{10}(M_h / M_\odot)=13.0, z = 0.5$"
1.231511298044629,0.10060232707214233,"$\log_{10}(M_h / M_\odot)=12.0, z = 0.2$"
1.2360837097760533,0.10097584801445411,"$\log_{10}(M_h / M_\odot)=12.0, z = 0.8$"
