filepath,TreeMass [M_sol],z,n_projected 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 1.0E+09 mass_bound,"n_(projected,sd) 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 1.0E+09 mass_bound",n_projected 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 1.0E+09 mass_infall,"n_(projected,sd) 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 1.0E+09 mass_infall",n_projected 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 3.2E+08 mass_bound,"n_(projected,sd) 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 3.2E+08 mass_bound",n_projected 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 3.2E+08 mass_infall,"n_(projected,sd) 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 3.2E+08 mass_infall",n_projected 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 3.2E+08 < M < 1.0E+09 mass_bound,"n_(projected,sd) 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 3.2E+08 < M < 1.0E+09 mass_bound",n_projected 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 3.2E+08 < M < 1.0E+09 mass_infall,"n_(projected,sd) 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 3.2E+08 < M < 1.0E+09 mass_infall",n_projected 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+09 < M < 3.2E+09 mass_bound,"n_(projected,sd) 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+09 < M < 3.2E+09 mass_bound",n_projected 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+09 < M < 3.2E+09 mass_infall,"n_(projected,sd) 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+09 < M < 3.2E+09 mass_infall",n_projected 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 3.2E+09 < M < 1.0E+10 mass_bound,"n_(projected,sd) 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 3.2E+09 < M < 1.0E+10 mass_bound",n_projected 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 3.2E+09 < M < 1.0E+10 mass_infall,"n_(projected,sd) 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 3.2E+09 < M < 1.0E+10 mass_infall",\Sigma_{sub} [kpc^{-2}] 1.0E+08 < M < 1.0E+09,\Sigma_{sub} [std] [kpc^{-2}] 1.0E+08 < M < 1.0E+09,f_s \Sigma_{sub} [kpc^{-2}] 1.0E+08 < M < 1.0E+09,f_s \Sigma_{sub} [std] [kpc^{-2}] 1.0E+08 < M < 1.0E+09,f_s 1.0E+08 < M < 1.0E+09,f_s [std] 1.0E+08 < M < 1.0E+09,\Sigma_{sub} [kpc^{-2}] 1.0E+08 < M < 3.2E+08,\Sigma_{sub} [std] [kpc^{-2}] 1.0E+08 < M < 3.2E+08,f_s \Sigma_{sub} [kpc^{-2}] 1.0E+08 < M < 3.2E+08,f_s \Sigma_{sub} [std] [kpc^{-2}] 1.0E+08 < M < 3.2E+08,f_s 1.0E+08 < M < 3.2E+08,f_s [std] 1.0E+08 < M < 3.2E+08,\Sigma_{sub} [kpc^{-2}] 3.2E+08 < M < 1.0E+09,\Sigma_{sub} [std] [kpc^{-2}] 3.2E+08 < M < 1.0E+09,f_s \Sigma_{sub} [kpc^{-2}] 3.2E+08 < M < 1.0E+09,f_s \Sigma_{sub} [std] [kpc^{-2}] 3.2E+08 < M < 1.0E+09,f_s 3.2E+08 < M < 1.0E+09,f_s [std] 3.2E+08 < M < 1.0E+09,\Sigma_{sub} [kpc^{-2}] 1.0E+09 < M < 3.2E+09,\Sigma_{sub} [std] [kpc^{-2}] 1.0E+09 < M < 3.2E+09,f_s \Sigma_{sub} [kpc^{-2}] 1.0E+09 < M < 3.2E+09,f_s \Sigma_{sub} [std] [kpc^{-2}] 1.0E+09 < M < 3.2E+09,f_s 1.0E+09 < M < 3.2E+09,f_s [std] 1.0E+09 < M < 3.2E+09,\Sigma_{sub} [kpc^{-2}] 3.2E+09 < M < 1.0E+10,\Sigma_{sub} [std] [kpc^{-2}] 3.2E+09 < M < 1.0E+10,f_s \Sigma_{sub} [kpc^{-2}] 3.2E+09 < M < 1.0E+10,f_s \Sigma_{sub} [std] [kpc^{-2}] 3.2E+09 < M < 1.0E+10,f_s 3.2E+09 < M < 1.0E+10,f_s [std] 3.2E+09 < M < 1.0E+10,n_total 1.0E+08 < M < 1.0E+09 mass_bound,n_total 1.0E+08 < M < 1.0E+09 mass_infall,massfunction alpha 1.0E+08 < M < 1.0E+10 mass_infall,massfunction log coef 1.0E+08 < M < 1.0E+10 mass_infall,massfunction alpha 1.0E+08 < M < 1.0E+10 mass_bound,massfunction log coef 1.0E+08 < M < 1.0E+10 mass_bound,massfunction alpha 1.0E+08 < M < 1.0E+10 mass_infall 1.00E-02[MPC] < r_2d < 2.00E-02[MPC],massfunction log coef 1.0E+08 < M < 1.0E+10 mass_infall 1.00E-02[MPC] < r_2d < 2.00E-02[MPC],massfunction alpha 1.0E+08 < M < 1.0E+10 mass_bound 1.00E-02[MPC] < r_2d < 2.00E-02[MPC],massfunction log coef 1.0E+08 < M < 1.0E+10 mass_bound 1.00E-02[MPC] < r_2d < 2.00E-02[MPC],host halo profile scale radius [Mpc],rvir [Mpc^-2]
data/galacticus/xiaolong_update/m1e13_z0_5/lsubmodv3.1-M1E13-z0.5-nd-date-06.12.2024-time-14.12.04-basic-date-06.12.2024-time-14.12.04-z-5.00000E-01-hm-1.00000E+13.xml.hdf5,10000000000000.0,0.5,10.160714285714286,3.62749152003022,368.3645833333333,68.36029894500314,7.645833333333333,3.0447330433973283,275.4107142857143,52.02953377846165,2.5148809523809526,1.6582456263341194,92.95386904761905,18.63822117590354,0.8556547619047619,0.9705473050227115,30.863095238095237,7.4283687205248885,0.28125,0.5370828253719568,10.851190476190476,3.9793213721395304,0.41187926928583657,0.07643565980975617,0.011360993333159729,0.0040560049044091025,0.028164555256300836,0.010497239594425879,0.413498378659831,0.07811652468066947,0.01147936344828185,0.004571326065371281,0.028272736338076518,0.011462420954186184,0.4071556358595227,0.08163895566603963,0.011015657161652018,0.0072634314130105015,0.02824332615395598,0.0200967155081334,0.3943959607603908,0.09492627346066085,0.010934314244803506,0.012402512900111318,0.028793342768789875,0.033215676292787856,0.404548286815172,0.14835493371149522,0.010485412261117322,0.020023234995166752,0.03204330996965105,0.08647771259044194,1224.28125,8675.526785714286,-1.9512811229925302,11.583360638294785,-1.9227523923882537,10.495269983977703,-1.9366074923989038,10.085288652917688,-1.925385642769895,8.421440242961861,0.07324418049352042,0.42807733893728284
