TreeMass [M_sol],z,n_projected 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 1.0E+09 mass_bound,"n_(projected,sd) 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 1.0E+09 mass_bound",n_projected 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 1.0E+09 mass_infall,"n_(projected,sd) 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 1.0E+09 mass_infall",n_total 1.0E+08 < M < 1.0E+09 mass_bound,n_total 1.0E+08 < M < 1.0E+09 mass_infall,host halo profile scale radius [Mpc],rvir [Mpc^-2]
1725210000000.0,0.6666670000000001,6.538690476190476,2.819203399713635,142.75892857142858,22.29893449930785,229.15625,1527.59375,0.035383264359700836,0.21867374250272567
1438450000000.0,0.6666670000000001,5.840773809523809,2.580825241086336,126.54761904761905,19.962407981661528,187.16517857142858,1261.669642857143,0.034386281094788966,0.20581691766589566
1199350000000.0,0.6666670000000001,5.596726190476191,2.4897745635718302,115.38095238095238,18.55319235905288,157.12946428571428,1058.4776785714287,0.03013565295113361,0.19371553455172894
1000000000000.0,0.6666670000000001,5.130952380952381,2.4550955849143143,102.41071428571429,16.213541649594305,129.77232142857142,876.7366071428571,0.02803335444110856,0.1823262426242447
31622800000000.0,0.7333329999999999,20.386904761904763,5.9778117465042335,710.4657738095239,128.16248994369565,4071.1741071428573,27908.660714285714,0.125680891706806,0.5577944277244434
26366500000000.0,0.7333329999999999,18.303571428571427,5.391250549083505,636.0863095238095,111.13780454141222,3359.120535714286,23082.290178571428,0.11579507918101574,0.5249988427089388
21983900000000.0,0.7333329999999999,17.480654761904763,5.461138207706138,595.1577380952381,114.61330741995421,2834.214285714286,19405.79464285714,0.10884471205819644,0.49413390388495493
18329800000000.0,0.7333329999999999,16.680059523809526,4.853848006751694,538.0119047619048,99.8067619915055,2379.25,16155.174107142857,0.09457487147215413,0.4650784267096898
15283100000000.0,0.7333329999999999,15.072916666666666,4.605158062300342,500.90625,87.58063541121827,1939.0267857142858,13357.285714285714,0.08876389831419902,0.43773587455578794
12742700000000.0,0.7333329999999999,14.494047619047619,4.474793189966495,448.16517857142856,81.46002767552122,1648.013392857143,11227.92857142857,0.08404228786047074,0.4119979347124511
10624700000000.0,0.7333329999999999,13.453869047619047,4.126455360232839,404.4642857142857,68.75499054243114,1382.142857142857,9352.25,0.07702638524105875,0.3877764160723026
8858670000000.0,0.7333329999999999,12.5,4.378315070565715,368.8333333333333,60.04600584102424,1142.1830357142858,7753.6875,0.07210824341105589,0.3649769887566305
7386200000000.0,0.7333329999999999,11.742559523809524,4.0734445610189685,332.71875,57.372371863113734,955.8169642857143,6453.915178571428,0.06803592498412245,0.34351754726007694
6158480000000.0,0.7333329999999999,10.933035714285714,3.7610920493237594,302.48809523809524,48.86582554194385,793.3705357142857,5384.700892857143,0.06073447512162017,0.3233199247042867
5134830000000.0,0.7333329999999999,10.44047619047619,3.729231985518474,277.89434523809524,45.6995802463254,667.0357142857143,4502.258928571428,0.055673703489032035,0.30430834739948015
4281330000000.0,0.7333329999999999,9.272321428571429,3.467786530410025,251.01785714285714,35.7098047784208,561.2366071428571,3775.495535714286,0.049900693756020416,0.28641906275869344
3569700000000.0,0.7333329999999999,8.78422619047619,3.3129689240460753,224.13541666666666,34.8793131204581,471.03125,3145.433035714286,0.049561644744209446,0.2695783393801621
2976350000000.0,0.7333329999999999,8.239583333333334,3.2647164709837666,203.51636904761904,31.876851485454278,389.7544642857143,2614.7321428571427,0.04344281214255145,0.2537298079063535
2481630000000.0,0.7333329999999999,7.892857142857143,3.0788945803217582,182.00446428571428,28.09928683341169,331.72767857142856,2194.875,0.04200369200460644,0.2388098091367493
2069140000000.0,0.7333329999999999,7.488095238095238,2.779577081650096,166.87053571428572,26.194434858766336,277.10714285714283,1840.1160714285713,0.03760535183987267,0.22477001540062316
1725210000000.0,0.7333329999999999,6.833333333333333,2.8366577136001068,147.31696428571428,22.617204214905176,230.16517857142858,1524.0848214285713,0.036240211441876446,0.21155410455818638
1438450000000.0,0.7333329999999999,6.337797619047619,2.6385195897905738,128.36755952380952,21.1259760551358,192.33928571428572,1270.7276785714287,0.0333923578391271,0.19911623952461596
1199350000000.0,0.7333329999999999,5.998511904761905,2.516906675692206,118.65327380952381,19.274343482026143,160.16964285714286,1061.3794642857142,0.03120718282192634,0.18740858250217193
1000000000000.0,0.7333329999999999,5.625,2.537662732290708,104.59821428571429,15.875703858465636,134.82142857142858,892.0982142857143,0.028597336000001194,0.1763908811992376
31622800000000.0,0.7999999999999999,21.3125,6.0022782133120085,730.0401785714286,137.48929566114114,4104.040178571428,27985.90625,0.12296382106285438,0.5400345015302351
26366500000000.0,0.7999999999999999,20.331845238095237,5.536539677009131,666.452380952381,122.50327058431898,3412.09375,23259.258928571428,0.11460653568989024,0.5082859954097453
21983900000000.0,0.7999999999999999,18.436011904761905,5.593263448100606,595.4300595238095,111.07095485810724,2830.901785714286,19209.76339285714,0.10247983694477748,0.4784017795563039
18329800000000.0,0.7999999999999999,17.63095238095238,5.454421015724772,558.8764880952381,96.26158517562273,2395.026785714286,16191.245535714286,0.10131061781798947,0.4502720477713537
15283100000000.0,0.7999999999999999,16.669642857142858,5.104657757855069,513.5625,90.93811159997247,2003.2455357142858,13521.10267857143,0.09059008793519394,0.42380056033346225
12742700000000.0,0.7999999999999999,15.251488095238095,4.823445115845371,462.5833333333333,77.00335619360604,1669.9776785714287,11208.763392857143,0.08649733159065202,0.39888089897370854
10624700000000.0,0.7999999999999999,14.25,4.526048944456859,425.63839285714283,70.7633666645589,1397.3035714285713,9413.629464285714,0.07842672109572939,0.37542770762179645
8858670000000.0,0.7999999999999999,13.28125,4.157939148341342,382.94940476190476,67.60331907270302,1165.2410714285713,7827.107142857143,0.07133098334156152,0.35335772398245335
7386200000000.0,0.7999999999999999,12.648809523809524,4.217508688212437,345.88392857142856,58.24221982617603,965.5089285714286,6495.236607142857,0.0655247307350481,0.3325788916104119
6158480000000.0,0.7999999999999999,11.986607142857142,3.8838952174265695,318.13690476190476,51.07300162690075,822.6830357142857,5452.611607142857,0.06142308360324592,0.3130249701661657
5134830000000.0,0.7999999999999999,10.84672619047619,3.931938210564226,284.9092261904762,46.98913030966163,685.0446428571429,4550.0625,0.0552166385360344,0.2946222922775254
4281330000000.0,0.7999999999999999,9.895833333333334,3.5570830439766277,255.58333333333334,44.82292098950877,558.6607142857143,3754.25,0.05183828401795899,0.27730081690406705
3569700000000.0,0.7999999999999999,9.693452380952381,3.4715791638085354,228.35714285714286,36.09219110144743,480.9107142857143,3163.03125,0.04871680945372579,0.2609965856040291
2976350000000.0,0.7999999999999999,8.994047619047619,3.278259962035471,206.0654761904762,32.91577272100507,396.9330357142857,2624.308035714286,0.04408341198944602,0.24565085143017842
2481630000000.0,0.7999999999999999,8.255952380952381,3.132010277550955,186.60714285714286,28.512692602695072,328.85714285714283,2181.9910714285716,0.04106713133709409,0.23120602281998096
2069140000000.0,0.7999999999999999,8.040178571428571,3.2316135534108095,167.26488095238096,25.641961610296566,280.8080357142857,1848.5535714285713,0.03820075848464511,0.21761340985385585
1725210000000.0,0.7999999999999999,7.367559523809524,2.9063284801536375,148.80654761904762,23.42366182558058,230.83035714285714,1520.1339285714287,0.036037473254590856,0.20481865735407007
1438450000000.0,0.7999999999999999,6.836309523809524,2.905760403619443,133.04910714285714,21.524397130276466,192.50892857142858,1270.0267857142858,0.03284970917398782,0.19277660758627788
1199350000000.0,0.7999999999999999,6.116071428571429,2.5954821177325393,122.14434523809524,19.088258300023856,162.83928571428572,1076.6339285714287,0.03178275514789948,0.1814424356734627
1000000000000.0,0.7999999999999999,5.907738095238095,2.4416645625818054,106.80505952380952,17.117654089976114,136.90625,889.375,0.028214574871724112,0.17077427936467027
