TreeMass [M_sol],z,n_projected 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 1.0E+09 mass_bound,"n_(projected,sd) 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 1.0E+09 mass_bound",n_projected 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 1.0E+09 mass_infall,"n_(projected,sd) 1.00E-02[MPC] < r_2d < 2.00E-02[MPC] 1.0E+08 < M < 1.0E+09 mass_infall",n_total 1.0E+08 < M < 1.0E+09 mass_bound,n_total 1.0E+08 < M < 1.0E+09 mass_infall,host halo profile scale radius [Mpc],rvir [Mpc^-2]
2069140000000.0,0.2666669999999999,4.568452380952381,2.2162989279897727,141.55505952380952,22.555090057378557,245.20089285714286,1805.357142857143,0.035500869001020806,0.28767037960715985
1725210000000.0,0.2666669999999999,4.010416666666667,2.0203308469532395,126.1235119047619,20.201836775281013,204.77232142857142,1500.9330357142858,0.03495699871428966,0.2707569956700338
1438450000000.0,0.2666669999999999,3.78125,2.033515220446042,112.10565476190476,18.835973470864108,169.38392857142858,1246.763392857143,0.03163811349860564,0.2548386056523756
1199350000000.0,0.2666669999999999,3.6577380952380953,1.9392867191379783,100.50446428571429,15.444889864524638,140.09375,1041.080357142857,0.027728347916876207,0.2398541551014016
1000000000000.0,0.2666669999999999,3.455357142857143,1.858322942376611,89.44642857142857,14.087950325996863,121.64732142857143,881.1071428571429,0.027464451476730673,0.22575398395457233
31622800000000.0,0.33333300000000005,13.040178571428571,4.414517982263895,602.875,117.45850014346506,3684.4196428571427,27203.727678571428,0.12611422771152794,0.6877723543482154
26366500000000.0,0.33333300000000005,12.458333333333334,4.315467980287757,547.9925595238095,99.69570490042034,3099.46875,22813.696428571428,0.11438621647889116,0.6473415472363536
21983900000000.0,0.33333300000000005,11.410714285714286,3.9170420648002957,510.11011904761904,101.69209662826553,2559.1473214285716,18927.91964285714,0.10560965181376546,0.6092768196799669
18329800000000.0,0.33333300000000005,10.936011904761905,3.885306668027658,459.9389880952381,89.28676129098419,2156.723214285714,15852.160714285714,0.09757703835934031,0.5734538529440422
15283100000000.0,0.33333300000000005,10.010416666666666,3.6185137132606746,414.8125,78.53324643825029,1805.6919642857142,13197.04017857143,0.08908356096629458,0.5397360217985835
12742700000000.0,0.33333300000000005,9.354166666666666,3.4820347459814673,382.4732142857143,67.41415968016402,1509.107142857143,11016.84375,0.08717042606389273,0.5080025874384112
10624700000000.0,0.33333300000000005,8.936011904761905,3.4165756038760704,353.2604166666667,62.188024071533476,1268.450892857143,9231.325892857143,0.07598163237412366,0.4781387252976791
8858670000000.0,0.33333300000000005,8.25297619047619,3.325808630551697,318.2485119047619,54.46325621506189,1050.299107142857,7687.379464285715,0.07229953208778772,0.45002566871739885
7386200000000.0,0.33333300000000005,7.816964285714286,3.1694426915334764,296.01190476190476,53.24371057147972,881.84375,6449.758928571428,0.06697928106295974,0.42356539179450586
6158480000000.0,0.33333300000000005,7.175595238095238,2.992371193548241,263.42410714285717,43.529275340887615,730.7901785714286,5334.629464285715,0.06172063681605056,0.39866191248717825
5134830000000.0,0.33333300000000005,6.674107142857143,2.775217029341846,237.3764880952381,39.76081292943319,607.1383928571429,4445.375,0.055511787018709145,0.37522285320334564
4281330000000.0,0.33333300000000005,6.163690476190476,2.7451239367293665,216.51488095238096,39.11285280758401,514.3705357142857,3730.2678571428573,0.05292813302667903,0.35316148340111436
3569700000000.0,0.33333300000000005,5.696428571428571,2.5541957278811918,194.70684523809524,31.427194029554833,432.5267857142857,3107.3839285714284,0.046487758014538895,0.3323954104873273
2976350000000.0,0.33333300000000005,5.355654761904762,2.4256805966575925,176.5625,29.08007661019417,357.73214285714283,2603.245535714286,0.044847706881469086,0.312853926005622
2481630000000.0,0.33333300000000005,4.959821428571429,2.297745782804956,159.51488095238096,24.91437274011623,297.91517857142856,2164.464285714286,0.03993739405851916,0.2944599013665375
2069140000000.0,0.33333300000000005,4.6711309523809526,2.2939879824889786,143.47767857142858,22.691895487187615,246.03125,1807.3482142857142,0.035798772024242295,0.2771471231540753
1725210000000.0,0.33333300000000005,4.611607142857143,2.331726529327148,129.6845238095238,21.211629189397044,211.77232142857142,1521.4910714285713,0.034308164939310645,0.2608514860373581
1438450000000.0,0.33333300000000005,4.191964285714286,2.252061425758888,113.71130952380952,18.492919898717602,175.55803571428572,1256.125,0.03329666571202094,0.24551488200507002
1199350000000.0,0.33333300000000005,3.7514880952380953,2.0381402411795464,101.7172619047619,15.864768907955593,146.22767857142858,1048.1651785714287,0.029468866296283865,0.23107926988870922
1000000000000.0,0.33333300000000005,3.6830357142857144,1.96603851719783,91.57291666666667,15.34583602022784,122.66071428571429,875.9598214285714,0.027325696022426783,0.217492837653451
31622800000000.0,0.39999999999999997,14.345238095238095,4.415190357809231,620.9970238095239,117.04257463357757,3765.40625,27366.741071428572,0.1250926157818575,0.6630207568836735
26366500000000.0,0.39999999999999997,13.180059523809524,4.429207173629735,556.4494047619048,112.80906144846604,3186.34375,22957.36160714286,0.11556849278449555,0.6240342505588347
21983900000000.0,0.39999999999999997,12.456845238095237,4.171678267950064,523.1875,101.78913175653872,2603.495535714286,18940.254464285714,0.10424372846402086,0.5873475667488532
18329800000000.0,0.39999999999999997,11.848214285714286,4.035651732553564,478.1800595238095,90.07369017588444,2192.839285714286,15881.388392857143,0.0926675835273314,0.5528141845956158
15283100000000.0,0.39999999999999997,10.547619047619047,3.869230764896059,430.23660714285717,75.7905692425355,1810.9017857142858,13118.45982142857,0.09017447959832182,0.5203119486217875
12742700000000.0,0.39999999999999997,10.105654761904763,3.6842446308379517,397.8988095238095,73.06386963610547,1519.875,10978.638392857143,0.08754003162534614,0.48971824792958063
10624700000000.0,0.39999999999999997,9.711309523809524,3.52963517599533,365.98660714285717,65.21878106776231,1270.357142857143,9186.03125,0.07761270021946805,0.46092646421525546
8858670000000.0,0.39999999999999997,8.550595238095237,3.1618728819929,329.88988095238096,60.916656706286346,1066.8794642857142,7677.571428571428,0.07023659402834055,0.433827652707721
7386200000000.0,0.39999999999999997,8.47172619047619,3.478133821089881,294.6800595238095,51.86986080104964,896.625,6428.415178571428,0.0656364723687493,0.4083180365316407
6158480000000.0,0.39999999999999997,7.882440476190476,3.2079961474682603,269.8229166666667,44.866334670119315,750.6964285714286,5372.830357142857,0.059726000491869345,0.38431173171665334
5134830000000.0,0.39999999999999997,7.3273809523809526,2.779060786466407,248.36607142857142,41.31304609228747,618.3258928571429,4451.888392857143,0.05744875196934836,0.3617160634553533
4281330000000.0,0.39999999999999997,6.691964285714286,2.6522779425314336,224.66815476190476,37.16467133454324,516.5669642857143,3713.5089285714284,0.05263068436247793,0.34044981386755324
3569700000000.0,0.39999999999999997,6.311011904761905,2.6435001463339853,200.29613095238096,32.226552706055685,436.29464285714283,3115.6696428571427,0.0471829045385272,0.3204325823196455
2976350000000.0,0.39999999999999997,5.78125,2.549755984473248,179.55059523809524,28.342250341276653,358.39732142857144,2567.6964285714284,0.04396727939087334,0.3015933025360028
2481630000000.0,0.39999999999999997,5.392857142857143,2.35669187604987,162.45982142857142,28.057522630456674,303.25892857142856,2174.9821428571427,0.041137861782604764,0.2838612713031125
2069140000000.0,0.39999999999999997,5.071428571428571,2.4024328655488767,147.63988095238096,23.935828494123896,254.95982142857142,1818.6517857142858,0.036140696567627625,0.26717093837461775
1725210000000.0,0.39999999999999997,4.730654761904762,2.2394755550715524,131.92261904761904,21.128080790798162,212.03571428571428,1515.705357142857,0.03547467577192635,0.2514626597221977
1438450000000.0,0.39999999999999997,4.479166666666667,2.3615560388445527,117.09375,19.51476447119133,180.08482142857142,1273.4642857142858,0.031034471282964386,0.2366782944620495
1199350000000.0,0.39999999999999997,4.254464285714286,2.1204385942671915,103.75297619047619,16.27886603045582,151.1875,1058.2723214285713,0.028150916651698044,0.22276344499699366
1000000000000.0,0.39999999999999997,3.9404761904761907,2.046199674170623,94.25446428571429,15.874765024842496,125.17857142857143,881.1383928571429,0.02653089992946655,0.20966520059697227
31622800000000.0,0.46666699999999955,15.370535714285714,4.766690071403818,639.1755952380952,126.50365419012692,3816.754464285714,27454.459821428572,0.12623089070466903,0.6395756168457629
26366500000000.0,0.46666699999999955,14.290178571428571,4.4578741160758355,584.3943452380952,112.89354774647475,3185.2098214285716,22810.008928571428,0.11315833573365887,0.6019734159069883
21983900000000.0,0.46666699999999955,13.550595238095237,4.32570524148003,540.5267857142857,97.26454718790586,2702.6785714285716,19259.584821428572,0.1049563123795275,0.5665794754925445
18329800000000.0,0.46666699999999955,12.388392857142858,4.0483736932191645,490.09375,88.31355708892833,2206.0133928571427,15817.22767857143,0.09815877478776268,0.5332692062375941
15283100000000.0,0.46666699999999955,11.44047619047619,4.060117258675544,434.92559523809524,83.0077653402894,1860.544642857143,13271.61607142857,0.09011864685453828,0.5019144015712734
12742700000000.0,0.46666699999999955,10.855654761904763,3.849667292346579,402.7604166666667,74.38496258888753,1561.357142857143,11069.25892857143,0.08690834590131578,0.47240297041249724
10624700000000.0,0.46666699999999955,10.336309523809524,3.717717002909019,370.32738095238096,67.80703951232721,1302.2901785714287,9269.46875,0.07798036203622404,0.4446303084061776
8858670000000.0,0.46666699999999955,9.352678571428571,3.5901268337480725,335.51190476190476,56.455865410327604,1086.1651785714287,7739.022321428572,0.07068085282699073,0.418485556860714
7386200000000.0,0.46666699999999955,8.956845238095237,3.3286608275130978,306.17261904761904,49.09056827070338,904.9017857142857,6406.9375,0.06415044302130636,0.39388279073426796
6158480000000.0,0.46666699999999955,8.30952380952381,3.2512861575082157,279.6532738095238,51.31798935021556,748.3348214285714,5349.370535714285,0.060439904214427846,0.37072339453163056
5134830000000.0,0.46666699999999955,7.772321428571429,3.072575791078516,246.05654761904762,38.905522223839085,624.40625,4427.803571428572,0.0575397548704807,0.34892509566042246
4281330000000.0,0.46666699999999955,7.168154761904762,3.0074309040633698,225.30208333333334,36.65272348021174,526.2098214285714,3713.3839285714284,0.05081069112882635,0.32841036796792544
3569700000000.0,0.46666699999999955,6.706845238095238,2.761137757183439,202.7782738095238,33.65228276232542,444.25892857142856,3111.4821428571427,0.047445447283551705,0.30910270598754996
2976350000000.0,0.46666699999999955,6.244047619047619,2.6282508754681495,183.08630952380952,28.751992530529492,370.49107142857144,2608.2678571428573,0.046011833290394696,0.29092965801595205
2481630000000.0,0.46666699999999955,5.715773809523809,2.6750369372224627,168.1875,25.38771892709994,311.8392857142857,2178.8660714285716,0.039320693550258905,0.27382426413205463
2069140000000.0,0.46666699999999955,5.568452380952381,2.5816578256393328,148.6577380952381,23.32633652839999,257.71875,1806.8794642857142,0.037860759315813786,0.2577253965805606
1725210000000.0,0.46666699999999955,5.089285714285714,2.3813020576558364,134.3139880952381,19.658950331661032,214.24553571428572,1511.4107142857142,0.034175693123703686,0.24257120421489237
1438450000000.0,0.46666699999999955,4.900297619047619,2.260004194474415,119.90178571428571,19.162739680153244,178.64285714285714,1251.9419642857142,0.03296127621065726,0.2283108010879015
1199350000000.0,0.46666699999999955,4.541666666666667,2.240334176461677,107.11904761904762,17.37003081521567,150.84821428571428,1053.6339285714287,0.02869671498995988,0.21488636099033873
1000000000000.0,0.46666699999999955,4.181547619047619,2.1233716416785846,95.84672619047619,14.889334469640941,126.33035714285714,881.6160714285714,0.027241731916535485,0.20225251505195962
31622800000000.0,0.5333329999999998,16.819940476190474,5.1184209801256335,663.8660714285714,126.6801955480419,3892.839285714286,27668.254464285714,0.12527867393278114,0.6173952719576092
26366500000000.0,0.5333329999999998,15.669642857142858,5.293563689908306,603.5892857142857,116.07465425920749,3299.214285714286,23218.1875,0.10992597805744751,0.581095053608605
21983900000000.0,0.5333329999999998,14.260416666666666,4.479355270115634,540.5625,102.83391729449458,2714.120535714286,19139.754464285714,0.10088829667734044,0.5469311882611657
18329800000000.0,0.5333329999999998,13.708333333333334,4.536038452357943,499.0282738095238,80.23105085950368,2282.4464285714284,16040.35267857143,0.09943887628927073,0.5147713840200504
15283100000000.0,0.5333329999999998,12.705357142857142,4.255189533697304,456.1011904761905,90.5067505954372,1900.8080357142858,13377.74107142857,0.09330775585920516,0.4845074339695637
12742700000000.0,0.5333329999999998,11.473214285714286,3.947482217672872,410.1919642857143,74.27298662750914,1568.75,11081.901785714286,0.08383649613389275,0.4560219994621781
10624700000000.0,0.5333329999999998,10.62797619047619,3.7990823703331262,378.14434523809524,68.9116389725336,1317.3839285714287,9264.799107142857,0.07559016713529777,0.42920943244614834
8858670000000.0,0.5333329999999998,10.194940476190476,3.7387654725004724,349.10863095238096,55.95561950401487,1098.549107142857,7706.196428571428,0.07144356254972682,0.4039723452807676
7386200000000.0,0.5333329999999998,9.553571428571429,3.5636373348619204,311.48511904761904,51.63954527007488,929.1160714285714,6473.379464285715,0.06625190403451679,0.3802204511012441
6158480000000.0,0.5333329999999998,8.772321428571429,3.4714321309138128,285.35714285714283,44.58803300297996,773.2901785714286,5390.897321428572,0.059310382336185526,0.3578679483358634
5134830000000.0,0.5333329999999998,8.59672619047619,3.0559545693269476,256.7872023809524,41.74648135194828,644.7098214285714,4501.892857142857,0.059228099803016195,0.3368235970336185
4281330000000.0,0.5333329999999998,8.03422619047619,3.2764974760775614,231.35119047619048,38.09049217089301,540.9508928571429,3748.4508928571427,0.052666438622869204,0.31702106162781757
3569700000000.0,0.5333329999999998,7.116071428571429,2.9577748706374107,210.8779761904762,37.14242203938529,448.45535714285717,3122.0401785714284,0.045589730836540075,0.2983829950717675
2976350000000.0,0.5333329999999998,6.898809523809524,2.8107783216117617,188.4077380952381,31.381207405342458,370.4419642857143,2590.5848214285716,0.04363250438982532,0.2808386398783559
2481630000000.0,0.5333329999999998,6.392857142857143,2.752240892794958,170.32886904761904,26.456565931046377,313.3125,2174.6026785714284,0.03972908189421306,0.2643263598146704
2069140000000.0,0.5333329999999998,6.111607142857143,2.7458381560093086,152.54613095238096,23.21626360430886,265.55357142857144,1825.1964285714287,0.0372887155052744,0.2487851182006513
1725210000000.0,0.5333329999999998,5.520833333333333,2.3953415644365754,136.57291666666666,21.52899578127597,220.09821428571428,1517.4151785714287,0.03497182040593334,0.23415880652722043
1438450000000.0,0.5333329999999998,5.174107142857143,2.447249873000581,123.71279761904762,18.970668538361405,181.8125,1257.924107142857,0.0336352520254454,0.22039216062232928
1199350000000.0,0.5333329999999998,4.776785714285714,2.2475243844825217,109.85714285714286,16.995635193962553,154.28125,1054.21875,0.03216621031852203,0.20743349191144736
1000000000000.0,0.5333329999999998,4.581845238095238,2.298905831839965,96.16815476190476,15.21884006827287,127.83928571428571,878.375,0.027095440690221826,0.1952371573649212
31622800000000.0,0.5999999999999999,17.482142857142858,5.09227147170068,669.9151785714286,134.97840526787456,3948.754464285714,27616.0625,0.12517799599889937,0.5964122581287805
26366500000000.0,0.5999999999999999,16.395833333333332,5.262557025668483,621.3229166666666,126.92414850936126,3292.9553571428573,23070.821428571428,0.11648451145011997,0.5613487743329807
21983900000000.0,0.5999999999999999,15.504464285714286,4.913233255457552,576.5952380952381,105.83656189836817,2718.589285714286,19091.352678571428,0.10313017940372984,0.5283410721357403
18329800000000.0,0.5999999999999999,14.232142857142858,4.703371655735149,512.264880952381,99.44342770777536,2288.4553571428573,15983.34375,0.0990730005955535,0.497274615584432
15283100000000.0,0.5999999999999999,13.132440476190476,4.089987192467985,474.88392857142856,79.45621497939631,1913.3705357142858,13377.785714285714,0.09372888722241247,0.46804105053715184
12742700000000.0,0.5999999999999999,12.540178571428571,4.200856484838239,429.7172619047619,70.18583198588198,1591.78125,11063.42857142857,0.08307945478490494,0.4405200933905521
10624700000000.0,0.5999999999999999,12.050595238095237,3.987756515466308,391.0580357142857,72.05521131114642,1348.950892857143,9325.42857142857,0.07820339167489894,0.41462226457277973
8858670000000.0,0.5999999999999999,11.139880952380953,3.798270908004005,353.6324404761905,59.90600540287919,1118.8080357142858,7755.866071428572,0.07256234154904459,0.3902432098959546
7386200000000.0,0.5999999999999999,10.130952380952381,3.7496976446513464,318.59375,54.77030083717491,925.7857142857143,6453.933035714285,0.06687255300345703,0.36729808819317805
6158480000000.0,0.5999999999999999,9.580357142857142,3.3880173814800427,293.3184523809524,50.21089231559906,769.3392857142857,5368.321428571428,0.059018990888155196,0.3457040705942268
5134830000000.0,0.5999999999999999,8.889880952380953,3.4286631415478275,265.6889880952381,44.42945181140279,652.5580357142857,4523.129464285715,0.057126229028595675,0.3253763592209267
4281330000000.0,0.5999999999999999,8.290178571428571,3.165667569184806,240.33482142857142,38.26006841456455,540.7589285714286,3740.401785714286,0.054281280823543665,0.30624598370373207
3569700000000.0,0.5999999999999999,7.729166666666667,2.952679456395872,215.72470238095238,36.266089818792935,457.45535714285717,3148.1785714285716,0.05038906361452005,0.28824164421553483
2976350000000.0,0.5999999999999999,7.4375,3.1194891885722327,194.36458333333334,30.103434710577595,380.07142857142856,2620.65625,0.04453555410924572,0.27129356121863324
2481630000000.0,0.5999999999999999,6.6711309523809526,2.859903412786964,176.31994047619048,28.940111930811284,320.89732142857144,2189.84375,0.04117504223850165,0.2553437217664736
2069140000000.0,0.5999999999999999,6.315476190476191,2.784715683855229,156.64880952380952,24.525834261076913,265.7857142857143,1809.9330357142858,0.03843534999555349,0.2403294187005401
1725210000000.0,0.5999999999999999,5.955357142857143,2.449690430601857,138.72470238095238,22.647665900590205,227.82142857142858,1522.5401785714287,0.035539406164787964,0.2261994349628453
1438450000000.0,0.5999999999999999,5.464285714285714,2.477020236433421,125.49107142857143,18.486640383302873,186.72767857142858,1272.5267857142858,0.03326268770779648,0.2128995984611394
1199350000000.0,0.5999999999999999,5.227678571428571,2.5077751648893996,113.22470238095238,18.93476700931747,155.91964285714286,1059.2767857142858,0.02958551199989482,0.20038244765813878
1000000000000.0,0.5999999999999999,4.793154761904762,2.4060466091854003,98.98809523809524,15.615921398809192,129.82142857142858,881.6741071428571,0.027149890453502096,0.1886018582253006
31622800000000.0,0.6666670000000001,18.726190476190474,5.6932524608317205,691.7991071428571,125.15220423705402,4010.2276785714284,27785.821428571428,0.12666653076701145,0.5765644981664958
26366500000000.0,0.6666670000000001,17.55654761904762,5.377124606464566,626.3839285714286,128.49670499312478,3381.589285714286,23301.245535714286,0.11373032755958987,0.5426686574328893
21983900000000.0,0.6666670000000001,16.529761904761905,4.910115403597353,583.3452380952381,111.18536046659275,2789.0714285714284,19297.245535714286,0.10953533745795498,0.5107573615805135
18329800000000.0,0.6666670000000001,15.547619047619047,4.611785528365037,518.2232142857143,93.09538533472403,2327.7008928571427,16066.77232142857,0.09734582619278168,0.48073210888416895
15283100000000.0,0.6666670000000001,14.273809523809524,4.646045913503814,484.9925595238095,80.47033395618702,1937.3660714285713,13384.517857142857,0.09105926417767145,0.4524664254695438
12742700000000.0,0.6666670000000001,13.385416666666666,4.465672155743116,441.23809523809524,83.2383795761734,1621.892857142857,11171.794642857143,0.08548879271738076,0.4258641486249373
10624700000000.0,0.6666670000000001,12.699404761904763,4.197377256831675,407.20684523809524,74.39180230886844,1364.3794642857142,9394.39732142857,0.0751082470861827,0.40082516482843245
8858670000000.0,0.6666670000000001,11.867559523809524,4.226689011088575,363.92559523809524,65.48255265356295,1136.611607142857,7772.714285714285,0.06788272766353129,0.3772605981237736
7386200000000.0,0.6666670000000001,10.770833333333334,3.7911842314749262,333.0327380952381,55.29772340640621,944.3035714285714,6485.066964285715,0.06552946959639151,0.3550765984109746
6158480000000.0,0.6666670000000001,10.546130952380953,3.682845112913197,297.65625,47.49206690880945,788.1517857142857,5394.883928571428,0.0612611180210408,0.33419845785571617
5134830000000.0,0.6666670000000001,9.700892857142858,3.5817160243375796,272.8139880952381,43.16399631802778,665.5714285714286,4527.044642857143,0.058800732948669644,0.31454979264759136
4281330000000.0,0.6666670000000001,8.824404761904763,3.2480029949517317,242.97470238095238,38.75980233047038,550.7321428571429,3757.1428571428573,0.05448289685149047,0.29605652214760386
3569700000000.0,0.6666670000000001,8.318452380952381,3.2407953881311955,217.23363095238096,34.309305622416424,460.29464285714283,3127.8660714285716,0.04784056929006427,0.2786503856249343
2976350000000.0,0.6666670000000001,7.867559523809524,2.940686670098501,199.94196428571428,31.57023388526213,386.47767857142856,2628.754464285714,0.04381409240140975,0.26226669148234444
2481630000000.0,0.6666670000000001,7.165178571428571,2.9136034539998517,177.70684523809524,27.46933486461986,321.05357142857144,2182.7276785714284,0.04027706054962025,0.24684663677450233
2069140000000.0,0.6666670000000001,7.066964285714286,2.984580065166816,162.0,24.086772698882243,268.625,1824.075892857143,0.03774498114764439,0.23233380249661015
